3,13,13|14|15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,14,14,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,15,15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
3,16,16,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,1,1,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,2,2,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,3,3,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,4,4,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,5,5,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,6,6,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,7,7,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,8,8,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,9,9,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,10,10,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,11,11,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,12,12,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,13,13|14|15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,14,14,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,15,15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
4,16,16,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,1,1,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,2,2,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,3,3,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,4,4,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,5,5,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,6,6,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,7,7,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,8,8,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,9,9,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,10,10,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,11,11,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,12,12,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,13,13|14|15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,14,14,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,15,15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
5,16,16,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,1,1,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,2,2,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,3,3,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,4,4,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,5,5,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,6,6,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,7,7,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,8,8,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,9,9,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,10,10,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,11,11,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,12,12,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,13,13|14|15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,14,14,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,15,15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
6,16,16,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,1,1,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,2,2,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,3,3,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,4,4,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,5,5,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,6,6,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,7,7,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,8,8,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,9,9,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,10,10,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,11,11,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,12,12,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,13,13|14|15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,14,14,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,15,15,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
7,16,16,0,121,8,252,0,0,0,0,0,0,0,0,0,0,Deebach Grand1
